party_rk,purchase_sum,russian_region_nm,russian_region_cd,timediff_to_msk_hour_cnt,russian_federal_district_cd
313188254,94686.77,Челябинская область,074,2,006
369832839,9391.88,Челябинская область,074,2,006
139228564,903812.42,Нижегородская область,052,0,005
311135131,611695.15022,Нижегородская область,052,0,005
373220720,3148.0,Челябинская область,074,2,006
324292734,9432.0,Нижегородская область,052,0,005
277678011,109977.43,Челябинская область,074,2,006
109864780,16263.85,Челябинская область,074,2,006
308086175,52026.44,Челябинская область,074,2,006
330911465,26254.34,Челябинская область,074,2,006
257682983,16818.59,Нижегородская область,052,0,005
230198707,115709.17,Челябинская область,074,2,006
295677517,111076.76,Челябинская область,074,2,006
239776871,157758.17,Челябинская область,074,2,006
289194913,14313.39,Челябинская область,074,2,006
289439278,40125.0,Челябинская область,074,2,006
153914353,219694.33,Челябинская область,074,2,006
164858549,178520.33,Нижегородская область,052,0,005
245885046,349593.72,Нижегородская область,052,0,005
152642781,12978.83,Нижегородская область,052,0,005
39219610,18609.02,Нижегородская область,052,0,005
118939380,44782.45,Челябинская область,074,2,006
160205719,127159.32,Нижегородская область,052,0,005
242980594,144226.45,Нижегородская область,052,0,005
306517891,121780.0,Нижегородская область,052,0,005
137175216,22806.85,Челябинская область,074,2,006
279659666,63882.0,Челябинская область,074,2,006
255893652,18525.72,Нижегородская область,052,0,005
258302398,61732.79,Челябинская область,074,2,006
125938146,824941.61,Нижегородская область,052,0,005
315787337,11391.0,Челябинская область,074,2,006
128732431,115269.64,Челябинская область,074,2,006
298994186,50444.58,Челябинская область,074,2,006
163861028,16208.97,Челябинская область,074,2,006
314414867,30062.71,Нижегородская область,052,0,005
4174552,498345.49,Челябинская область,074,2,006
238117596,136598.0,Челябинская область,074,2,006
334503303,26060.0,Челябинская область,074,2,006
232718225,22579.76,Челябинская область,074,2,006
10301819,835738.16,Камчатский край,041,9,008
161647959,214064.64,Нижегородская область,052,0,005
321880191,13300.0,Челябинская область,074,2,006
133072840,291511.06,Челябинская область,074,2,006
136288827,469469.6,Нижегородская область,052,0,005
286862763,3869.01,Нижегородская область,052,0,005
161351755,34106.45,Нижегородская область,052,0,005
297046695,551802.96,Нижегородская область,052,0,005
269947977,1118839.23,Челябинская область,074,2,006
155302737,22807.61,Челябинская область,074,2,006
264473190,992.0,Нижегородская область,052,0,005
169109628,68890.07,Челябинская область,074,2,006
137626543,311534.56,Нижегородская область,052,0,005
21852491,33775.12,Нижегородская область,052,0,005
356575008,15000.0,Нижегородская область,052,0,005
248391599,21566.2,Челябинская область,074,2,006
254293264,321185.75,Камчатский край,041,9,008
345558461,5700.01,Челябинская область,074,2,006
167928771,2208.5,Нижегородская область,052,0,005
366557928,2065.08,Челябинская область,074,2,006
1405780,56800.76,Нижегородская область,052,0,005
360094090,15565.48,Нижегородская область,052,0,005
162204334,44992.66,Нижегородская область,052,0,005
373235749,53999.1,Нижегородская область,052,0,005
112708026,297390.25,Челябинская область,074,2,006
230062835,3380.52,Нижегородская область,052,0,005
118831033,2742614.1,Нижегородская область,052,0,005
291683112,109685.44,Челябинская область,074,2,006
327269612,29601.63,Челябинская область,074,2,006
360454274,17587.0,Челябинская область,074,2,006
292330164,19791.0,Нижегородская область,052,0,005
260107217,351312.59,Нижегородская область,052,0,005
218803296,683856.34,Нижегородская область,052,0,005
268000104,91297.34,Челябинская область,074,2,006
336964262,15346.89,Челябинская область,074,2,006
266303499,175814.07,Нижегородская область,052,0,005
256101403,31010.16,Челябинская область,074,2,006
312659952,2439434.12,Ленинградская область,047,0,002
2306859,13421.49,Новосибирская область,054,4,007
158473499,29975.64,Тюменская область,072,2,006
237457532,30856.85,Ленинградская область,047,0,002
315825746,485507.95,Новосибирская область,054,4,007
76843294,347072.39,Новосибирская область,054,4,007
145095617,300661.38,Новосибирская область,054,4,007
266504880,177768.65,Ленинградская область,047,0,002
276212180,764413.99,Новосибирская область,054,4,007
247449122,53609.84,Новосибирская область,054,4,007
298454475,22941.0,Новосибирская область,054,4,007
278141704,15637.9,Новосибирская область,054,4,007
216262782,1764383.32,Новосибирская область,054,4,007
157861416,50000.0,Ленинградская область,047,0,002
325567322,14124.0,Тюменская область,072,2,006
329314575,30132.32,Тюменская область,072,2,006
32942369,566018.35,Ленинградская область,047,0,002
113043087,4752.56,Ленинградская область,047,0,002
117306153,237004.01,Тюменская область,072,2,006
66191755,286968.17,Тюменская область,072,2,006
127886851,218849.19,Тюменская область,072,2,006
115477671,581316.51,Новосибирская область,054,4,007
249867329,38686.21,Новосибирская область,054,4,007
262087925,74767.43,Новосибирская область,054,4,007
157969518,4711.01,Тюменская область,072,2,006
291864773,34485.05,Новосибирская область,054,4,007
246765218,625262.88,Ленинградская область,047,0,002
85279684,5129.49,Тюменская область,072,2,006
371806448,9421.0,Новосибирская область,054,4,007
134956646,481.0,Новосибирская область,054,4,007
358502741,21638.23,Новосибирская область,054,4,007
211298352,90270.78,Тюменская область,072,2,006
153249668,584010.58,Ленинградская область,047,0,002
271011774,95.0,Новосибирская область,054,4,007
323051174,69691.0,Тюменская область,072,2,006
318349748,4350.0,Новосибирская область,054,4,007
155681306,69863.68,Новосибирская область,054,4,007
216763146,5828.13,Ленинградская область,047,0,002
272878081,165085.21,Новосибирская область,054,4,007
355685703,4991.5,Новосибирская область,054,4,007
257177251,392205.39,Новосибирская область,054,4,007
345281648,24903.36,Тюменская область,072,2,006
118983176,92378.54,Новосибирская область,054,4,007
303593486,45993.4,Новосибирская область,054,4,007
353666472,88384.13,Тюменская область,072,2,006
232599539,69718.91,Тюменская область,072,2,006
143965833,399563.72,Ленинградская область,047,0,002
300064854,295921.14,Тюменская область,072,2,006
161497559,45255.46,Ленинградская область,047,0,002
287755083,14119.64,Новосибирская область,054,4,007
223235584,31089.48,Ленинградская область,047,0,002
124657597,62431.4,Новосибирская область,054,4,007
284296839,192600.08,Новосибирская область,054,4,007
353378344,4700.52,Новосибирская область,054,4,007
318036466,185515.15,Новосибирская область,054,4,007
304581148,270233.2,Ленинградская область,047,0,002
251358250,3638.64,Новосибирская область,054,4,007
118009898,5951.0,Тюменская область,072,2,006
1482961,67816.9,Ленинградская область,047,0,002
4537594,64410.38,Новосибирская область,054,4,007
332329108,88965.17,Ленинградская область,047,0,002
250555247,136988.3,Ленинградская область,047,0,002
345561705,8040.0,Тюменская область,072,2,006
346821410,30690.0,Тюменская область,072,2,006
19735296,4345.9,Ленинградская область,047,0,002
303522269,31953.55,Новосибирская область,054,4,007
258260190,264258.31,Ленинградская область,047,0,002
352739295,7561.62,Новосибирская область,054,4,007
208869604,133799.45,Ленинградская область,047,0,002
335733379,18952.0,Ленинградская область,047,0,002
276474487,40173.72,Новосибирская область,054,4,007
262423734,201883.62,Новосибирская область,054,4,007
2634000,6180.14,Новосибирская область,054,4,007
301074602,32527.7,Тюменская область,072,2,006
323496261,16480.0,Тюменская область,072,2,006
263125080,1456623.27,Новосибирская область,054,4,007
273859765,6054.41,Новосибирская область,054,4,007
158248301,549780.54,Тюменская область,072,2,006
295303283,21589.0,Тюменская область,072,2,006
218193613,242000.0,Новосибирская область,054,4,007
272998046,5290.0,Новосибирская область,054,4,007
261630558,3837.37,Ленинградская область,047,0,002
133534620,4932.6,Тюменская область,072,2,006
284761240,80038.99,Ленинградская область,047,0,002
2810284,56946.25,Ленинградская область,047,0,002
265621472,68133.12,Новосибирская область,054,4,007
302917118,29151.96,Новосибирская область,054,4,007
33237511,145778.98,Новосибирская область,054,4,007
273512464,40531.96,Ленинградская область,047,0,002
329032262,11609.47,Тюменская область,072,2,006
143442623,700.0,Новосибирская область,054,4,007
256483754,444846.95,Ленинградская область,047,0,002
2086946,353829.89,Новосибирская область,054,4,007
136334112,120923.92,Новосибирская область,054,4,007
329035669,13299.0,Новосибирская область,054,4,007
215293387,783926.96,Тюменская область,072,2,006
258653167,198970.39,Новосибирская область,054,4,007
268243844,367762.98,Ленинградская область,047,0,002
137482607,158737.19,Ленинградская область,047,0,002
347796972,59850.0,Тюменская область,072,2,006
242793603,229939.97,Ленинградская область,047,0,002
247031375,61625.72,Новосибирская область,054,4,007
966322,7226.35,Ленинградская область,047,0,002
251425514,132590.08,Новосибирская область,054,4,007
309464126,319931.99,Тюменская область,072,2,006
347125603,21745.88,Тюменская область,072,2,006
303589062,63204.79,Новосибирская область,054,4,007
142648155,10874.82,Новосибирская область,054,4,007
271200643,63294.33,Ленинградская область,047,0,002
113153831,69.0,Новосибирская область,054,4,007
302551120,50798.22,Новосибирская область,054,4,007
296784720,33609.0,Тюменская область,072,2,006
157102296,367185.0,Тюменская область,072,2,006
130914896,32266.5,Тюменская область,072,2,006
323702968,10688.0,Тюменская область,072,2,006
266376957,90938.46,Ленинградская область,047,0,002
260828135,846669.21,Тюменская область,072,2,006
79168668,1077317.09,Ленинградская область,047,0,002
256750019,552425.51,Новосибирская область,054,4,007
279032712,42320.0,Тюменская область,072,2,006
278432792,52747.97,Ленинградская область,047,0,002
269038975,13704.07,Красноярский край,024,4,007
150803688,4038970.03984,Красноярский край,024,4,007
214282312,38054.47,Красноярский край,024,4,007
265651895,88820.20335,Владимирская область,033,0,001
155504808,102593.63,Красноярский край,024,4,007
117152073,420383.19,Красноярский край,024,4,007
165370316,233307.12,Владимирская область,033,0,001
362557966,11439.0,Красноярский край,024,4,007
139224034,98269.68,Владимирская область,033,0,001
298143194,40797.0,Красноярский край,024,4,007
138236827,59262.24,Владимирская область,033,0,001
156110476,787.0,Красноярский край,024,4,007
368143217,6438.16,Красноярский край,024,4,007
254309631,3053.25,Красноярский край,024,4,007
348667548,66497.0,Красноярский край,024,4,007
124961158,62656.78,Красноярский край,024,4,007
342075545,11620.0,Красноярский край,024,4,007
250335339,319574.35,Красноярский край,024,4,007
309965539,64589.23,Владимирская область,033,0,001
311382320,32870.08,Владимирская область,033,0,001
125768382,345956.81,Красноярский край,024,4,007
273524297,550048.6,Владимирская область,033,0,001
346260007,19827.72,Красноярский край,024,4,007
157959713,3500.0,Владимирская область,033,0,001
243074462,13518.0,Владимирская область,033,0,001
330392981,38262.0,Красноярский край,024,4,007
122064041,24943.79,Красноярский край,024,4,007
2142781,152408.61,Красноярский край,024,4,007
116169154,59960.1,Красноярский край,024,4,007
329570342,20387.0,Красноярский край,024,4,007
313172557,6722.55,Красноярский край,024,4,007
137622321,53523.61,Красноярский край,024,4,007
276183767,87886.08,Красноярский край,024,4,007
298496588,80508.48,Красноярский край,024,4,007
338411616,10479.92,Красноярский край,024,4,007
367017865,5990.0,Красноярский край,024,4,007
255359210,3854.9,Красноярский край,024,4,007
360671479,23693.44,Красноярский край,024,4,007
250311682,141404.42,Красноярский край,024,4,007
272994004,39304.56,Красноярский край,024,4,007
215798100,51000.0,Красноярский край,024,4,007
323453607,11831.0,Красноярский край,024,4,007
275712966,28004.0,Красноярский край,024,4,007
277453957,65719.59,Красноярский край,024,4,007
338180622,71086.77,Красноярский край,024,4,007
2874463,69951.79,Красноярский край,024,4,007
163512039,2052.0,Красноярский край,024,4,007
328618733,3661.67,Красноярский край,024,4,007
267151191,1936.0,Владимирская область,033,0,001
262136166,81127.69,Красноярский край,024,4,007
293960488,1785.0,Красноярский край,024,4,007
261771958,491218.89,Владимирская область,033,0,001
158108159,213146.8,Красноярский край,024,4,007
373697960,16374.16,Красноярский край,024,4,007
269655659,35237.0,Владимирская область,033,0,001
165273155,107764.0,Красноярский край,024,4,007
277817982,24087.0,Красноярский край,024,4,007
263123998,63860.66,Красноярский край,024,4,007
233018473,48.0,Владимирская область,033,0,001
280271917,130.0,Красноярский край,024,4,007
372833797,2154.49,Владимирская область,033,0,001
269386064,385306.97236,Владимирская область,033,0,001
129824430,400156.49,Владимирская область,033,0,001
282955561,32263.51,Владимирская область,033,0,001
301333254,19680.0,Красноярский край,024,4,007
159015271,2628.53,Красноярский край,024,4,007
255146378,102229.36,Красноярский край,024,4,007
156674578,223231.48,Владимирская область,033,0,001
319243210,8789.0,Красноярский край,024,4,007
249847517,40763.13,Красноярский край,024,4,007
357019289,44423.24,Красноярский край,024,4,007
234321332,88463.15,Владимирская область,033,0,001
266366819,8033.44,Владимирская область,033,0,001
161137328,448887.97,Красноярский край,024,4,007
1584524,429886.39,Красноярский край,024,4,007
128148529,48891.07,Владимирская область,033,0,001
153771161,29490.97,Владимирская область,033,0,001
272713524,378694.08,Красноярский край,024,4,007
235627778,74000.0,Красноярский край,024,4,007
287041234,214701.862,Красноярский край,024,4,007
123733887,138406.1,Красноярский край,024,4,007
19641403,29470.71,Красноярский край,024,4,007
231313473,1183.87,Красноярский край,024,4,007
249437729,343794.63,Красноярский край,024,4,007
164805340,90019.53,Красноярский край,024,4,007
355891366,16591.2,Красноярский край,024,4,007
243176527,115011.54,Красноярский край,024,4,007
335070613,51222.12,Владимирская область,033,0,001
361094281,15587.33,Красноярский край,024,4,007
108749942,674142.22,Красноярский край,024,4,007
355052673,17936.0,Красноярский край,024,4,007
158460025,1008723.3,Владимирская область,033,0,001
274488310,4531.0,Красноярский край,024,4,007
292118019,1252.0,Красноярский край,024,4,007
156512950,30884.05,Красноярский край,024,4,007
278140242,29486.0,Красноярский край,024,4,007
280714960,19354.67,Красноярский край,024,4,007
282004243,700000.0,Красноярский край,024,4,007
236015152,10047.64,Владимирская область,033,0,001
322429079,44223.3,Красноярский край,024,4,007
218525,64144.75,Красноярский край,024,4,007
316398748,13799.08,Красноярский край,024,4,007
316586691,413637.79,Красноярский край,024,4,007
325951175,19665.14,Красноярский край,024,4,007
307688926,64001.78,Красноярский край,024,4,007
272878252,198767.82,Владимирская область,033,0,001
361019789,32199.08,Красноярский край,024,4,007
325773685,12786.36,Красноярский край,024,4,007
249103378,190.0,Красноярский край,024,4,007
334507183,53340.0,Красноярский край,024,4,007
128157780,43193.05,Красноярский край,024,4,007
270004626,58245.54,Красноярский край,024,4,007
330839151,16262.0,Красноярский край,024,4,007
1872594,85318.18,Красноярский край,024,4,007
248428525,2624.0,Красноярский край,024,4,007
341490934,56244.0,Владимирская область,033,0,001
282462765,786.0,Красноярский край,024,4,007
247096654,3815.75,Владимирская область,033,0,001
124789729,341186.15,Владимирская область,033,0,001
212105036,58541.43,Владимирская область,033,0,001
251682123,125630.83,Красноярский край,024,4,007
370305787,32063.0,Красноярский край,024,4,007
342307751,52862.6,Красноярский край,024,4,007
623473,429897.55,Красноярский край,024,4,007
230372939,31130.57,Ставропольский край,026,0,004
369054969,320.0,Ставропольский край,026,0,004
160675041,229162.07,Ставропольский край,026,0,004
143672762,18267.0,Ставропольский край,026,0,004
248118980,5996.0,Ставропольский край,026,0,004
235078668,359167.28,Ставропольский край,026,0,004
155969183,278746.47,Ставропольский край,026,0,004
371845798,12879.08,Белгородская область,031,0,001
332577832,14246.22,Ставропольский край,026,0,004
361010587,4309.05,Ставропольский край,026,0,004
368890920,2883.5,Ставропольский край,026,0,004
304048107,14943.62,Ставропольский край,026,0,004
349856054,13600.0,Ставропольский край,026,0,004
274096225,40385.73,Ставропольский край,026,0,004
311138805,61000.0,Белгородская область,031,0,001
344951760,30239.0,Ставропольский край,026,0,004
124516273,180232.04,Белгородская область,031,0,001
290122469,49026.0,Ставропольский край,026,0,004
367990695,5819.98,Ставропольский край,026,0,004
294129473,108834.45,Ставропольский край,026,0,004
237981814,24023.63,Белгородская область,031,0,001
131656364,25863.16,Белгородская область,031,0,001
154385306,610330.80965,Ставропольский край,026,0,004
164733398,41462.1,Белгородская область,031,0,001
112505455,413161.40424,Ставропольский край,026,0,004
272021091,36926.53,Ставропольский край,026,0,004
208344100,3603.16,Белгородская область,031,0,001
370921865,17272.0,Белгородская область,031,0,001
237982894,157721.5,Белгородская область,031,0,001
256529703,996559.92,Ставропольский край,026,0,004
365826668,16318.51,Ставропольский край,026,0,004
326321024,28989.0,Ставропольский край,026,0,004
273744078,10680.1,Ставропольский край,026,0,004
250026358,46394.99,Белгородская область,031,0,001
363614917,482.0,Ставропольский край,026,0,004
256933993,707.8,Ставропольский край,026,0,004
315010288,1578.4,Ставропольский край,026,0,004
833405,14420.0,Ставропольский край,026,0,004
222021277,643.18,Белгородская область,031,0,001
337018664,29899.08,Ставропольский край,026,0,004
315499575,35442.0,Ставропольский край,026,0,004
272783192,15082.78,Ставропольский край,026,0,004
267761201,29057.16,Ставропольский край,026,0,004
265026976,4965.3,Ставропольский край,026,0,004
238860299,67436.18,Ставропольский край,026,0,004
351743552,8319.52,Ставропольский край,026,0,004
338669555,32975.0,Ставропольский край,026,0,004
278193835,835.0,Белгородская область,031,0,001
32798715,69608.06,Ставропольский край,026,0,004
70406243,3028.5,Ставропольский край,026,0,004
281859566,27678.0,Ставропольский край,026,0,004
299042182,11561.0,Ставропольский край,026,0,004
5070362,13801.31,Ставропольский край,026,0,004
26361123,20179.4,Ставропольский край,026,0,004
320007055,17218.08,Белгородская область,031,0,001
269321129,187010.64,Белгородская область,031,0,001
165112828,13391.35,Ставропольский край,026,0,004
365799216,2430.6,Ставропольский край,026,0,004
333463415,5908.7,Белгородская область,031,0,001
118086337,116078.3,Белгородская область,031,0,001
275610033,27928.18,Ставропольский край,026,0,004
293691059,51414.62,Ставропольский край,026,0,004
286075744,19238.0,Белгородская область,031,0,001
151997720,54358.88,Белгородская область,031,0,001
363368627,9999.0,Белгородская область,031,0,001
119223466,392228.77501,Белгородская область,031,0,001
126704226,7775.0,Ставропольский край,026,0,004
276134150,307945.79,Белгородская область,031,0,001
268143834,736632.69913,Ставропольский край,026,0,004
163739199,208920.42,Белгородская область,031,0,001
304082635,12754.0,Ставропольский край,026,0,004
215291647,4166.56,Белгородская область,031,0,001
313722150,45171.76,Ставропольский край,026,0,004
161612680,59445.19,Белгородская область,031,0,001
246257538,1624.89,Ставропольский край,026,0,004
4883965,47573.64,Ставропольский край,026,0,004
218224950,3387.06,Белгородская область,031,0,001
368078327,44116.0,Ставропольский край,026,0,004
278890230,23782.0,Ставропольский край,026,0,004
308677108,23046.0,Белгородская область,031,0,001
306926308,174110.18,Ставропольский край,026,0,004
237491928,6380.2,Ставропольский край,026,0,004
257275625,137963.1935,Ставропольский край,026,0,004
231357642,52163.46,Белгородская область,031,0,001
36002322,1316156.82,Белгородская область,031,0,001
358790184,13415.0,Ставропольский край,026,0,004
223565660,35174.2,Ставропольский край,026,0,004
168239284,38956.23,Белгородская область,031,0,001
313744165,189914.99,Ставропольский край,026,0,004
310530024,55573.62,Ставропольский край,026,0,004
292511086,19638.0,Белгородская область,031,0,001
142559266,28933.0,Ставропольский край,026,0,004
330815943,11691.0,Белгородская область,031,0,001
273279637,110822.5,Белгородская область,031,0,001
127011865,11017.12,Ставропольский край,026,0,004
304523171,4761.0,Ставропольский край,026,0,004
327571007,47990.0,Ставропольский край,026,0,004
361444777,5906.77,Ставропольский край,026,0,004
223848638,854.3,Ставропольский край,026,0,004
216765426,99221.13,Белгородская область,031,0,001
281036099,56632.16,Белгородская область,031,0,001
138964363,23279.35,Ставропольский край,026,0,004
286415069,49277.43,Белгородская область,031,0,001
315780514,9184.12,Белгородская область,031,0,001
290597307,33235.64,Ставропольский край,026,0,004
309992268,20866.82,Ставропольский край,026,0,004
325007114,15909.8,Белгородская область,031,0,001
251431682,15876.01,Ставропольский край,026,0,004
283813200,916.48,Ставропольский край,026,0,004
142344842,427315.28,Ставропольский край,026,0,004
323724777,50203.0,Ставропольский край,026,0,004
149929007,130.0,Ставропольский край,026,0,004
337300550,33950.0,Ставропольский край,026,0,004
245788306,202579.18,Белгородская область,031,0,001
291876516,19556.0,Белгородская область,031,0,001
259785765,11249.42,Ставропольский край,026,0,004
233756741,75108.57,Ставропольский край,026,0,004
135891045,2471.97,Белгородская область,031,0,001
115530804,78793.09,Ставропольский край,026,0,004
25892195,57586.96,Ставропольский край,026,0,004
242778062,38148.34,Краснодарский край,023,0,003
291083576,29987.98,Волгоградская область,034,0,003
273893100,67214.02,Волгоградская область,034,0,003
209991122,201990.91,Краснодарский край,023,0,003
350013441,664.97,Волгоградская область,034,0,003
17185685,178.2,Волгоградская область,034,0,003
287736227,1224.62,Волгоградская область,034,0,003
268252353,24999.0,Волгоградская область,034,0,003
267403585,78651.24,Краснодарский край,023,0,003
97195637,19061.76,Краснодарский край,023,0,003
103833761,16966.07,Краснодарский край,023,0,003
368392694,20647.1,Краснодарский край,023,0,003
344955661,9430.0,Краснодарский край,023,0,003
248037441,31119.68,Краснодарский край,023,0,003
159579569,58530.68,Краснодарский край,023,0,003
239516366,48409.63,Краснодарский край,023,0,003
138962387,10205.68,Краснодарский край,023,0,003
262004529,210336.0,Краснодарский край,023,0,003
68357628,147214.63,Краснодарский край,023,0,003
246598405,74671.1,Краснодарский край,023,0,003
149835655,38506.62,Волгоградская область,034,0,003
134367318,6050.0,Краснодарский край,023,0,003
352186786,9500.0,Краснодарский край,023,0,003
317476193,23482.79,Краснодарский край,023,0,003
130355475,41555.79,Краснодарский край,023,0,003
135498622,188370.94,Краснодарский край,023,0,003
351718044,32353.0,Краснодарский край,023,0,003
15705540,7861.76,Краснодарский край,023,0,003
328790494,36833.17,Краснодарский край,023,0,003
307304037,12665.75,Краснодарский край,023,0,003
242805942,839.0,Краснодарский край,023,0,003
110715422,70770.29,Волгоградская область,034,0,003
283372648,47206.4,Волгоградская область,034,0,003
4022012,53869.22,Краснодарский край,023,0,003
203641,1812.4,Краснодарский край,023,0,003
263323816,145354.71,Краснодарский край,023,0,003
218841938,94628.38,Краснодарский край,023,0,003
245910408,1355.92,Краснодарский край,023,0,003
131364560,480654.63,Волгоградская область,034,0,003
215027332,58614.15,Краснодарский край,023,0,003
301046283,23252.96,Волгоградская область,034,0,003
304543807,5363.16,Краснодарский край,023,0,003
259638218,76390.8,Волгоградская область,034,0,003
2408390,23428.02,Краснодарский край,023,0,003
155791244,673721.26,Краснодарский край,023,0,003
275452725,225349.32,Краснодарский край,023,0,003
167688836,79585.35,Краснодарский край,023,0,003
278576634,35465.23,Краснодарский край,023,0,003
167961787,28491.81,Краснодарский край,023,0,003
367472012,2470.0,Краснодарский край,023,0,003
210587388,160510.32,Краснодарский край,023,0,003
220019460,487571.72,Волгоградская область,034,0,003
362304819,44616.75,Волгоградская область,034,0,003
132618401,36104.5,Краснодарский край,023,0,003
354059525,17079.01,Волгоградская область,034,0,003
245924995,7150.27,Краснодарский край,023,0,003
160883971,11744.94,Краснодарский край,023,0,003
151258373,15081.74448,Краснодарский край,023,0,003
367079178,17450.0,Волгоградская область,034,0,003
282520008,685.66,Волгоградская область,034,0,003
328308130,2006.11,Краснодарский край,023,0,003
132629346,95430.54,Краснодарский край,023,0,003
353367498,2325.0,Краснодарский край,023,0,003
275141948,26538.29,Краснодарский край,023,0,003
312001719,18379.3,Краснодарский край,023,0,003
232882652,81529.58,Краснодарский край,023,0,003
286051028,170098.66,Краснодарский край,023,0,003
336530976,102123.19,Краснодарский край,023,0,003
131834212,19732.69,Краснодарский край,023,0,003
310800629,50000.0,Волгоградская область,034,0,003
248858925,1541853.96,Краснодарский край,023,0,003
357504579,26010.0,Краснодарский край,023,0,003
330396247,1047.0,Краснодарский край,023,0,003
272624256,8854.59,Краснодарский край,023,0,003
115971413,8044.75,Краснодарский край,023,0,003
158760749,88842.7,Краснодарский край,023,0,003
112354758,43802.29,Краснодарский край,023,0,003
342546744,74029.47,Краснодарский край,023,0,003
326616906,7488.94,Краснодарский край,023,0,003
56021636,510028.34,Краснодарский край,023,0,003
267273438,121565.22,Краснодарский край,023,0,003
265559495,69567.43,Краснодарский край,023,0,003
277415933,38690.71,Краснодарский край,023,0,003
118768138,11854.73,Краснодарский край,023,0,003
271301762,39249.3,Краснодарский край,023,0,003
317529274,17635.21,Волгоградская область,034,0,003
135048205,35388.33,Волгоградская область,034,0,003
216855553,43151.06,Краснодарский край,023,0,003
361495115,58153.05,Краснодарский край,023,0,003
335434583,24830.0,Краснодарский край,023,0,003
125637255,72050.33,Краснодарский край,023,0,003
168178188,1577.15,Волгоградская область,034,0,003
3425621,386269.06,Краснодарский край,023,0,003
267115070,32707.41,Краснодарский край,023,0,003
245980438,282180.55,Краснодарский край,023,0,003
240586172,1980.0,Краснодарский край,023,0,003
215680161,50638.64,Волгоградская область,034,0,003
266730413,32756.91,Краснодарский край,023,0,003
217003259,21350.59,Краснодарский край,023,0,003
256328296,8213.1,Краснодарский край,023,0,003
209253325,89987.85,Краснодарский край,023,0,003
220376338,123905.39,Краснодарский край,023,0,003
297252430,3712.1,Краснодарский край,023,0,003
290780761,264649.8835,Краснодарский край,023,0,003
345564133,124154.67,Краснодарский край,023,0,003
134490096,132109.81,Краснодарский край,023,0,003
274977516,134270.48,Краснодарский край,023,0,003
264804687,56464.73,Краснодарский край,023,0,003
270380391,21437.17,Краснодарский край,023,0,003
224067645,54895.55,Волгоградская область,034,0,003
266757278,78123.52,Краснодарский край,023,0,003
274674005,338.0,Краснодарский край,023,0,003
307079673,12382.25,Краснодарский край,023,0,003
138515835,10279.0,Краснодарский край,023,0,003
344096377,16981.0,Волгоградская область,034,0,003
68979769,2099.72,Краснодарский край,023,0,003
257467169,6084.83,Краснодарский край,023,0,003
311376311,29138.69,Волгоградская область,034,0,003
258780535,68813.53,Краснодарский край,023,0,003
269702880,33572.69,Краснодарский край,023,0,003
283759728,4955.1,Краснодарский край,023,0,003
299106761,85295.02,Краснодарский край,023,0,003
221592321,1205203.18639,Москва,077,0,001
279203958,33478.48,Москва,077,0,001
233050594,3065.0,Москва,077,0,001
212373419,329089.07,Москва,077,0,001
119333573,67623.99,Москва,077,0,001
234158564,99194.26,Москва,077,0,001
245994133,4776.0,Москва,077,0,001
354139969,3028.69,Москва,077,0,001
316410779,23202.0,Москва,077,0,001
295994724,76067.98,Москва,077,0,001
266782076,309447.83,Москва,077,0,001
287948934,44954.0,Москва,077,0,001
220157458,162537.9,Москва,077,0,001
332836232,29065.0,Москва,077,0,001
55078021,8614.93,Москва,077,0,001
328128205,2900.9,Москва,077,0,001
36566231,1244033.12,Москва,077,0,001
243448972,198066.41979,Москва,077,0,001
118101725,914077.08,Москва,077,0,001
268790700,203421.97589,Москва,077,0,001
270344518,30531.44,Кемеровская область,042,4,007
138290772,11075.62,Москва,077,0,001
155688351,60929.98,Москва,077,0,001
256799293,27885.36,Москва,077,0,001
280692879,70212.0,Москва,077,0,001
287751176,13858.32,Москва,077,0,001
355336579,14350.0,Мурманская область,051,0,002
163310127,165570.66,Москва,077,0,001
276866462,842332.24955,Москва,077,0,001
345692725,111862.61,Москва,077,0,001
212851177,73330.15,Москва,077,0,001
320566018,440993.94,Москва,077,0,001
314313686,8679.19,Мурманская область,051,0,002
365814594,18078.61,Москва,077,0,001
301683054,325244.34,Москва,077,0,001
212361136,812031.33299,Москва,077,0,001
126224685,673801.65,Кемеровская область,042,4,007
58685338,364278.11,Москва,077,0,001
131605971,15808.82,Москва,077,0,001
251803742,2550147.27,Москва,077,0,001
123794305,228899.7,Москва,077,0,001
293134370,13751.89,Москва,077,0,001
322764797,154742.52851,Москва,077,0,001
24728069,47894.28,Москва,077,0,001
153308960,83413.89,Москва,077,0,001
110904905,642983.3,Москва,077,0,001
231320928,36098.69,Москва,077,0,001
62864435,455093.12,Кемеровская область,042,4,007
61009847,152519.82,Москва,077,0,001
3774154,49355.74,Москва,077,0,001
366526857,19775.0,Мурманская область,051,0,002
238857684,587270.54,Москва,077,0,001
293367304,150805.0,Кемеровская область,042,4,007
321081547,60462.58,Мурманская область,051,0,002
122150641,195966.06,Москва,077,0,001
308904536,305917.28,Москва,077,0,001
257378845,216621.17,Москва,077,0,001
169014754,25618.98,Москва,077,0,001
293184085,23103.0,Кемеровская область,042,4,007
31897035,135767.98,Кемеровская область,042,4,007
299530898,12579.97,Москва,077,0,001
3710559,1265249.08599,Москва,077,0,001
